,Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни
340,Курганская область,2020,87.4,272.9,28.9,112.3,892.8,21865.0,672.8,21857.0,39.0,28.0,32.0,69.94
341,Курганская область,2021,98.1,277.9,28.6,110.0,984.0,23747.0,746.3,21857.0,40.0,33.0,31.0,68.29
342,Свердловская область ,2005,109.1,263.2,42.4,111.4,718.2,9022.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,64.47
343,Свердловская область ,2010,101.6,279.2,45.7,112.2,727.8,22194.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.81
344,Свердловская область ,2015,90.8,286.4,42.4,110.6,728.1,34113.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.83
345,Свердловская область ,2019,85.0,298.8,43.7,109.3,777.0,39095.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,71.81
346,Свердловская область ,2020,87.3,323.9,45.4,111.7,791.9,37447.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.15
347,Свердловская область ,2021,89.6,330.4,44.7,107.2,935.5,40275.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.79
348,Ханты-Мансийский автономный округ – Югра,2005,100.0,268.0,49.2,136.8,891.4,18115.0,653.9928240740738,21857.0,3024.0,13.0,31.0,69.34333333333336
349,Ханты-Мансийский автономный округ – Югра,2010,83.8,253.8,55.2,149.4,911.7,32385.0,653.9928240740738,21857.0,2129.0,6.0,55.0,69.34333333333336
350,Ханты-Мансийский автономный округ – Югра,2015,78.4,244.3,53.4,154.5,883.7,46221.0,653.9928240740738,21857.0,1388.0,1.0,463.0,69.34333333333336
351,Ханты-Мансийский автономный округ – Югра,2019,73.8,245.8,57.3,143.1,900.6,53493.0,653.9928240740738,21857.0,1270.0,225.0,83.0,69.34333333333336
352,Ханты-Мансийский автономный округ – Югра,2020,72.7,249.6,57.5,141.7,845.7,54588.0,653.9928240740738,21857.0,1142.0,239.0,94.0,69.34333333333336
353,Ханты-Мансийский автономный округ – Югра,2021,74.2,269.4,58.7,142.0,931.2,57012.0,653.9928240740738,21857.0,1231.0,244.0,86.0,69.34333333333336
354,Ямало-Ненецкий автономный округ,2005,116.0,243.9,53.0,141.5,1178.0,22231.0,653.9928240740738,12292.0,1071.0,0.1,31.0,69.34333333333336
355,Ямало-Ненецкий автономный округ,2010,99.6,206.5,51.2,139.5,1151.5,43367.0,653.9928240740738,12033.0,886.0,1.0,44.0,69.34333333333336
356,Ямало-Ненецкий автономный округ,2015,86.3,242.1,50.3,140.7,1096.9,67624.0,653.9928240740738,11849.0,632.0,0.4,23.0,69.34333333333336
357,Ямало-Ненецкий автономный округ,2019,75.9,248.0,56.7,144.7,1291.9,84273.0,653.9928240740738,9308.0,763.0,0.2,29.0,69.34333333333336
358,Ямало-Ненецкий автономный округ,2020,75.9,251.9,61.0,148.9,1249.4,90130.0,653.9928240740738,8728.0,878.0,0.2,29.0,69.34333333333336
359,Ямало-Ненецкий автономный округ,2021,76.8,251.1,62.1,151.0,1308.4,96814.0,653.9928240740738,8252.0,949.0,1.0,29.0,69.34333333333336
360,Тюменская область без автономных округов,2005,91.6,277.70061855670093,47.72927835051546,108.7,803.828716904277,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,32.0,166.34758771929825,69.34333333333336
361,Тюменская область без автономных округов,2010,76.8,277.70061855670093,47.72927835051546,102.8,803.828716904277,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,36.0,166.34758771929825,69.34333333333336
362,Тюменская область без автономных округов,2015,69.3,277.70061855670093,47.72927835051546,105.4,803.828716904277,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,157.0,166.34758771929825,69.34333333333336
363,Тюменская область без автономных округов,2019,68.1,277.70061855670093,47.72927835051546,109.6,803.828716904277,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,161.0,166.34758771929825,69.34333333333336
364,Тюменская область без автономных округов,2020,70.5,277.70061855670093,47.72927835051546,110.7,803.828716904277,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,184.0,166.34758771929825,69.34333333333336
365,Тюменская область без автономных округов,2021,75.4,277.70061855670093,47.72927835051546,109.9,803.828716904277,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,166.0,166.34758771929825,69.34333333333336
366,Челябинская область,2005,120.1,277.1,40.5,107.7,756.9,6554.0,881.0,91972.0,880.0,4363.0,660.0,64.76
367,Челябинская область,2010,94.0,288.6,43.0,106.7,870.7,16821.0,667.8,105507.0,749.0,4695.0,845.0,68.41
368,Челябинская область,2015,76.2,298.5,39.4,105.7,862.3,24654.0,641.5,113979.0,627.0,3136.0,725.0,69.9
369,Челябинская область,2019,73.9,324.0,42.3,98.3,876.7,25432.0,539.6,80405.0,493.0,2131.0,230.0,72.08
370,Челябинская область,2020,79.9,327.1,42.4,96.9,887.6,26647.0,610.1,75723.0,457.0,1871.0,211.0,70.29
371,Челябинская область,2021,79.4,339.0,42.6,96.5,963.3,29498.0,653.5,72961.0,467.0,2864.0,279.0,69.16
372,Республика Алтай,2005,117.5,317.6,38.9,131.3,900.3,4381.0,653.9928240740738,10207.0,13.0,2.0,0.5,60.38
373,Республика Алтай,2010,92.5,301.5,43.5,139.3,860.5,13536.0,653.9928240740738,9101.0,6.0,2.0,0.3,65.68
374,Республика Алтай,2015,78.5,311.9,44.7,132.0,894.2,17872.0,653.9928240740738,6460.0,8.0,2.0,0.4,68.44
375,Республика Алтай,2019,73.3,303.8,44.8,124.4,875.4,20256.0,653.9928240740738,5015.0,6.0,3.0,0.3,70.29
376,Республика Алтай,2020,72.9,292.9,45.6,123.1,912.6,21683.0,653.9928240740738,4907.0,7.0,1.0,0.4,69.15
377,Республика Алтай,2021,72.8,294.8,43.6,119.7,1020.1,23798.0,653.9928240740738,4651.0,7.0,1.0,0.3,67.86
378,Республика Тыва,2005,170.9,303.5,42.8,137.7,687.7,4162.0,1294.4,4022.0,24.0,41.0,8.0,55.84
379,Республика Тыва,2010,143.9,329.2,45.6,138.9,583.2,10160.0,1007.7,3782.0,23.0,32.0,9.0,60.45
380,Республика Тыва,2015,126.5,328.8,48.9,144.0,664.8,15572.0,880.5,3692.0,20.0,13.0,9.0,63.13
381,Республика Тыва,2019,107.5,304.7,49.7,145.8,614.3,16618.0,652.1,3614.0,5.0,8.0,8.0,67.57
382,Республика Тыва,2020,106.7,298.6,50.6,147.6,614.1,18975.0,698.1,3524.0,5.0,10.0,8.0,66.25
383,Республика Тыва,2021,112.4,296.6,50.2,147.0,651.5,20652.0,689.5,3527.0,7.0,10.0,6.0,66.87
384,Республика Хакасия,2005,108.4,323.2,37.8,106.3,812.3,5177.0,1099.9,9267.0,96.0,229.0,50.0,61.11
385,Республика Хакасия,2010,90.6,322.3,38.1,112.2,802.9,12806.0,713.3,10258.0,96.0,169.0,38.0,67.1
386,Республика Хакасия,2015,74.8,326.8,39.0,107.8,835.5,19116.0,667.0,11901.0,89.0,172.0,29.0,68.68
387,Республика Хакасия,2019,69.9,353.7,42.3,105.7,924.7,22691.0,574.6,8186.0,105.0,143.0,28.0,71.05
388,Республика Хакасия,2020,74.9,354.9,40.1,104.5,837.8,23843.0,615.0,7950.0,110.0,214.0,26.0,70.06
389,Республика Хакасия,2021,71.4,352.4,41.2,106.4,969.2,26068.0,676.0,7809.0,110.0,204.0,29.0,68.49
390,Алтайский край,2005,117.7,281.1,46.7,109.9,987.2,4640.0,853.7,21857.0,233.0,787.0,34.0,64.62
391,Алтайский край,2010,112.1,347.8,48.7,109.2,1035.7,11029.0,668.0,21857.0,207.0,776.0,15.0,68.36
392,Алтайский край,2015,97.6,300.5,42.9,112.7,1096.5,20860.0,597.5,21857.0,204.0,549.0,16.0,70.44
393,Алтайский край,2019,91.8,309.0,42.6,104.6,1090.0,23993.0,556.8,21857.0,169.0,521.0,32.0,71.61
394,Алтайский край,2020,90.9,307.7,43.4,102.6,987.5,23917.0,613.9,21857.0,175.0,520.0,13.0,70.19
395,Алтайский край,2021,90.4,316.1,43.0,99.2,1152.5,26010.0,688.3,21857.0,177.0,534.0,14.0,68.6
396,Красноярский край,2005,113.6,309.5,50.3,114.4,760.6,7790.0,970.7,65168.0,2543.0,9600.0,531.0,63.02
397,Красноярский край,2010,102.1,301.6,53.7,121.0,813.3,18262.0,699.6,74113.0,2491.0,9012.0,444.0,67.57
398,Красноярский край,2015,85.7,318.3,47.6,118.7,784.9,27053.0,621.6,80688.0,2476.0,6241.0,327.0,69.69
399,Красноярский край,2019,80.3,325.8,49.9,117.1,773.3,31755.0,550.8,67202.0,2432.0,5250.0,318.0,71.16
400,Красноярский край,2020,81.7,328.0,50.6,116.0,776.6,32872.0,624.4,61807.0,2540.0,5731.0,322.0,69.82
401,Красноярский край,2021,80.3,329.5,49.6,112.5,852.4,36090.0,686.4,60321.0,2418.0,5558.0,324.0,68.34
402,Иркутская область,2005,124.5,253.6,47.5,110.3,833.9,7119.0,1188.8,21857.0,502.0,2589.0,814.0,60.32
403,Иркутская область,2010,108.7,282.4,49.9,111.5,907.2,15110.0,849.4,21857.0,597.0,2821.0,594.0,65.26
404,Иркутская область,2015,106.0,281.6,45.5,111.4,952.2,21753.0,780.2,21857.0,639.0,2488.0,507.0,67.37
405,Иркутская область,2019,94.7,294.1,49.0,109.8,959.6,26355.0,650.9,21857.0,644.0,2426.0,510.0,69.55
406,Иркутская область,2020,93.7,297.3,49.2,109.6,881.5,27577.0,727.9,21857.0,655.0,2414.0,442.0,68.25
407,Иркутская область,2021,90.2,304.4,49.6,110.0,1073.7,30346.0,781.3,21857.0,663.0,2520.0,426.0,66.8
408,Кемеровская область,2005,104.4,248.0,47.0,108.5,732.3,7889.0,1114.5,21857.0,1282.0,4829.0,695.0,61.43
409,Кемеровская область,2010,92.7,248.9,47.7,107.0,796.4,15341.0,880.0,21857.0,1411.0,4823.0,700.0,65.42
410,Кемеровская область,2015,89.9,287.1,42.9,114.8,870.9,21879.0,753.8,21857.0,1344.0,4683.0,462.0,68.31
411,Кемеровская область,2019,90.6,294.2,43.8,103.3,830.1,24890.0,682.9,21857.0,1760.0,3380.0,301.0,69.78
412,Кемеровская область,2020,91.7,292.1,44.2,102.5,795.1,25441.0,745.6,21857.0,1612.0,3049.0,262.0,68.51
413,Кемеровская область,2021,93.7,301.8,43.4,99.5,874.4,28048.0,779.3,21857.0,1603.0,3309.0,225.0,67.61
414,Новосибирская область ,2005,131.8,402.3,61.7,115.9,695.6,6639.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,65.11
415,Новосибирская область ,2010,109.1,254.0,58.3,106.7,718.3,16276.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.28
416,Новосибирская область ,2015,98.4,231.5,51.6,104.4,751.5,25541.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.86
417,Новосибирская область ,2019,94.5,255.1,54.6,99.3,723.6,30566.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,72.25
418,Новосибирская область ,2020,95.4,271.5,56.0,99.8,757.2,31606.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.32
419,Новосибирская область ,2021,93.2,285.5,56.7,99.4,809.5,35261.0,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.19
420,Омская область,2005,121.4,233.7,55.8,128.4,829.5,6969.0,808.0,51100.0,202.0,1577.0,214.0,65.15
421,Омская область,2010,99.2,237.1,53.9,113.8,839.1,15199.0,638.6,49657.0,230.0,1787.0,177.0,68.78
422,Омская область,2015,81.7,246.7,50.6,120.8,920.8,25283.0,590.0,50618.0,202.0,1838.0,139.0,70.41
423,Омская область,2019,80.3,269.4,50.9,117.3,728.3,26970.0,498.9,39888.0,151.0,1613.0,125.0,72.32
424,Омская область,2020,81.4,276.3,51.2,116.4,748.8,27377.0,577.9,37195.0,147.0,1452.0,126.0,70.32
425,Омская область,2021,81.7,283.2,51.2,114.9,843.1,29972.0,644.9,35913.0,159.0,1618.0,121.0,69.02
426,Томская область,2005,125.0,278.9,67.3,109.2,799.1,8142.0,788.7,32941.0,281.0,247.0,12.0,65.11
427,Томская область,2010,113.5,266.2,69.1,101.8,679.2,15070.0,619.5,33327.0,345.0,406.0,14.0,68.83
428,Томская область,2015,105.3,239.3,53.5,105.6,713.3,26827.0,539.4,36267.0,293.0,224.0,24.0,71.25
429,Томская область,2019,96.0,277.1,56.4,99.5,719.3,28381.0,467.8,27211.0,225.0,203.0,214.0,72.85
430,Томская область,2020,90.3,229.4,53.1,88.7,656.0,28871.0,528.9,26208.0,177.0,192.0,181.0,71.17
431,Томская область,2021,100.3,256.7,59.3,98.8,671.4,30976.0,570.1,24604.0,178.0,123.0,182.0,69.7
432,Республика Бурятия,2005,105.7,228.4,38.6,108.9,614.5,6027.0,1084.3,21857.0,87.0,384.0,61.0,60.96
433,Республика Бурятия,2010,97.0,228.9,41.3,112.3,668.1,14271.0,776.3,21857.0,95.0,669.0,41.0,66.05
434,Республика Бурятия,2015,88.7,263.3,45.6,115.5,604.5,23858.0,639.8,21857.0,109.0,727.0,39.0,69.15
435,Республика Бурятия,2019,83.3,275.6,45.1,110.8,633.9,25302.0,560.0,21857.0,69.0,600.0,31.0,70.77
436,Республика Бурятия,2020,84.7,274.5,44.7,108.4,664.5,26222.0,575.1,21857.0,94.0,554.0,29.0,70.29
437,Республика Бурятия,2021,79.1,274.2,43.4,105.7,769.4,28314.0,629.6,21857.0,98.0,518.0,30.0,68.91
438,Республика Саха (Якутия),2005,152.6,272.9,49.3,135.1,881.7,11350.0,773.6,25856.0,163.0,328.0,79.0,64.68
439,Республика Саха (Якутия),2010,114.9,270.0,57.1,132.5,1023.4,23088.0,725.5,25742.0,161.0,403.0,86.0,66.75
440,Республика Саха (Якутия),2015,105.7,286.0,55.2,131.6,1026.6,37013.0,552.8,27178.0,287.0,478.0,85.0,70.29
441,Республика Саха (Якутия),2019,95.7,295.7,61.6,139.1,1032.9,45528.0,465.2,24654.0,288.0,373.0,83.0,73.0
442,Республика Саха (Якутия),2020,86.5,284.6,60.3,135.4,899.6,46344.0,538.4,22921.0,286.0,479.0,74.0,71.1
443,Республика Саха (Якутия),2021,85.2,285.9,60.0,132.8,1053.8,50369.0,554.8,22319.0,390.0,435.0,75.0,69.98
444,Забайкальский край,2005,139.1,228.7,52.5,116.4,639.5,5908.0,1242.8,17898.0,140.0,389.0,83.0,59.33
445,Забайкальский край,2010,116.6,247.7,56.1,117.2,741.2,14205.0,824.3,16605.0,138.0,491.0,78.0,64.82
446,Забайкальский край,2015,101.4,229.3,48.8,109.9,695.2,22014.0,698.4,16585.0,119.0,527.0,35.0,67.34
447,Забайкальский край,2019,97.7,280.2,50.9,112.7,756.9,25750.0,628.4,13498.0,111.0,608.0,75.0,68.88
448,Забайкальский край,2020,97.5,272.1,52.3,110.9,727.6,27048.0,664.0,13153.0,137.0,518.0,87.0,68.23
449,Забайкальский край,2021,97.4,299.8,50.9,109.5,792.4,29827.0,702.4,13057.0,135.0,542.0,62.0,66.82
450,Камчатский край,2005,169.5,296.9,53.2,130.2,857.6,11167.0,865.9,13940.0,41.0,5.0,29.0,63.24
451,Камчатский край,2010,127.9,274.5,49.3,118.6,861.3,27010.0,797.8,11221.0,37.0,6.0,46.0,65.82
452,Камчатский край,2015,121.2,281.3,53.6,125.4,814.8,42818.0,649.0,11631.0,25.0,8.0,25.0,68.56
453,Камчатский край,2019,103.7,289.0,52.9,120.5,776.2,52674.0,572.3,10166.0,38.0,7.0,26.0,70.57
454,Камчатский край,2020,111.9,290.6,52.5,117.9,722.3,55381.0,657.5,9518.0,39.0,3.0,25.0,69.27
455,Камчатский край,2021,108.1,305.2,54.9,122.4,829.5,60794.0,741.1,9185.0,44.0,4.0,25.0,68.09
456,Приморский край,2005,96.1,220.3,53.5,86.9,726.9,7163.0,983.8,21857.0,260.0,2698.0,348.0,62.84
457,Приморский край,2010,91.7,224.9,52.7,82.5,796.1,17298.0,749.8,21857.0,233.0,2587.0,371.0,66.63
458,Приморский край,2015,102.0,246.3,50.0,88.5,704.8,31072.0,633.3,21857.0,193.0,2022.0,291.0,69.21
459,Приморский край,2019,98.0,262.2,51.8,85.4,778.5,36884.0,589.2,21857.0,178.0,1911.0,259.0,70.54
460,Приморский край,2020,97.4,259.5,51.1,84.1,778.6,37349.0,649.2,21857.0,170.0,1303.0,261.0,69.55
461,Приморский край,2021,96.4,265.8,50.8,83.5,856.5,40843.0,692.4,21857.0,197.0,1556.0,251.0,68.61
462,Хабаровский край ,2005,110.6,265.4,60.5,104.9,713.8,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,61.72
463,Хабаровский край ,2010,97.3,272.8,61.1,103.8,736.4,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,65.68
464,Хабаровский край ,2015,86.9,305.1,53.5,110.4,667.2,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.72
465,Хабаровский край ,2019,85.9,324.4,56.4,100.2,685.4,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.05
466,Хабаровский край ,2020,82.8,329.9,57.5,101.9,694.0,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.61
467,Хабаровский край ,2021,91.8,327.0,56.4,98.2,751.5,25860.23717948718,653.9928240740738,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,67.85
468,Амурская область,2005,144.2,282.5,60.7,124.7,658.1,5988.0,1136.1,21857.0,104.0,229.0,100.0,60.22
469,Амурская область,2010,114.7,280.2,62.8,125.5,777.7,14323.0,891.6,21857.0,119.0,284.0,82.0,64.36
470,Амурская область,2015,102.4,315.7,55.4,116.1,839.2,28240.0,753.5,21857.0,127.0,350.0,73.0,67.27
471,Амурская область,2019,95.4,296.4,54.9,106.3,846.8,33304.0,681.7,21857.0,124.0,349.0,65.0,68.66
472,Амурская область,2020,95.0,298.5,55.4,107.7,807.1,35508.0,770.2,21857.0,136.0,331.0,66.0,67.38
473,Амурская область,2021,98.2,427.2,56.8,109.0,927.1,39626.0,807.7,21857.0,150.0,380.0,67.0,66.3
474,Магаданская область,2005,174.7,384.7,55.2,150.6,860.0,11167.0,1010.4,10673.0,29.0,58.0,28.0,62.53
475,Магаданская область,2010,148.8,389.4,55.6,154.6,808.8,27801.0,914.4,6334.0,25.0,53.0,27.0,65.07
476,Магаданская область,2015,117.2,431.0,61.0,165.6,704.1,50750.0,730.0,5304.0,27.0,46.0,13.0,68.11
477,Магаданская область,2019,110.7,439.9,62.2,155.0,679.1,65367.0,698.6,4201.0,60.0,45.0,4.9,69.66
478,Магаданская область,2020,110.4,440.8,62.4,154.2,644.9,70982.0,722.4,4086.0,40.0,41.0,4.5,69.04
479,Магаданская область,2021,103.2,412.5,63.1,151.6,789.4,80979.0,845.1,3778.0,39.0,57.0,4.3,67.41
480,Сахалинская область,2005,146.9,259.2,44.0,127.0,912.6,12640.0,1190.8,15146.0,89.0,394.0,52.0,60.57
481,Сахалинская область,2010,142.2,257.5,49.1,132.7,924.7,30727.0,918.5,16605.0,100.0,406.0,46.0,64.9
482,Сахалинская область,2015,118.9,249.1,54.1,145.5,800.6,47872.0,740.5,17777.0,72.0,39.0,29.0,67.99
483,Сахалинская область,2019,113.8,260.3,63.6,136.8,683.8,59016.0,610.1,15048.0,57.0,30.0,25.0,70.28
484,Сахалинская область,2020,115.2,263.2,64.6,139.7,629.6,60797.0,654.2,14213.0,64.0,62.0,26.0,69.73
485,Сахалинская область,2021,114.5,268.7,65.5,138.8,678.0,63854.0,724.0,13441.0,62.0,71.0,27.0,68.42
486,Еврейская автономная область,2005,151.9,277.70061855670093,47.72927835051546,117.8,625.9,6406.0,1254.3,3825.0,28.0,100.0,14.0,59.2
487,Еврейская автономная область,2010,141.1,277.70061855670093,47.72927835051546,122.1,707.5,15348.0,940.3,3437.0,23.0,147.0,15.0,63.67
488,Еврейская автономная область,2015,124.5,277.70061855670093,47.72927835051546,122.3,669.8,23759.0,885.2,3445.0,19.0,45.0,14.0,65.04
489,Еврейская автономная область,2019,121.2,277.70061855670093,47.72927835051546,121.5,639.7,26602.0,688.7,2654.0,16.0,110.0,13.0,68.08
490,Еврейская автономная область,2020,116.2,277.70061855670093,47.72927835051546,122.1,625.3,28126.0,713.5,2465.0,17.0,106.0,12.0,67.5
491,Еврейская автономная область,2021,128.5,277.70061855670093,47.72927835051546,117.8,743.7,30297.0,754.4,2365.0,17.0,80.0,12.0,66.12
492,Чукотский автономный округ,2005,241.8,581.8,78.8,143.5,1189.1,19669.0,1030.1,1881.0,32.0,38.0,4.3,58.48
493,Чукотский автономный округ,2010,171.2,504.3,76.7,160.9,1213.5,38147.0,1328.4,1356.0,22.0,30.0,5.0,57.49
494,Чукотский автономный округ,2015,149.3,486.5,65.0,144.1,1076.3,63308.0,865.8,1143.0,21.0,30.0,4.1,64.16
495,Чукотский автономный округ,2019,126.9,476.5,71.0,140.8,1149.2,83385.0,801.3,1096.0,18.0,23.0,3.0,68.09
496,Чукотский автономный округ,2020,128.8,487.6,73.7,142.5,1182.2,89548.0,853.2,1113.0,17.0,21.0,2.9,65.82
497,Чукотский автономный округ,2021,129.1,467.4,74.1,142.9,1189.2,99905.0,453.7,1100.0,18.0,17.0,2.9,64.87
